Date,Address,Latitude,Longitude,Coordinates,Number of Mosquitoes
15/7/11,"3700 South Pulaski Road, Chicago, IL 60623, USA",41.82561,-87.726549,"-87.726549,41.82561",4
15/7/11,"3900 North Springfield Avenue, Chicago, IL 60618, USA",41.951866,-87.725057,"-87.725057,41.951866",9
15/7/11,"3900 South Ashland Avenue, Chicago, IL 60609, USA",41.822536,-87.666343,"-87.666343,41.822536",2
15/7/11,"4000 East 130th Street, Chicago, IL 60633, USA",41.659112,-87.538693,"-87.538693,41.659112",2
15/7/11,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41.95469,-87.800991,"-87.800991,41.95469",54
15/7/11,"4200 West 127th Street, Alsip, IL 60803, USA",41.662014,-87.724608,"-87.724608,41.662014",1
15/7/11,"4200 West 65th Street, Chicago, IL 60621, USA",41.776428,-87.627096,"-87.627096,41.776428",34
15/7/11,"4500 North Campbell Avenue, Chicago, IL 60625, USA",41.963976,-87.69181,"-87.69181,41.963976",5
15/7/11,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",41.964242,-87.757639,"-87.757639,41.964242",104
15/7/11,"4800 West Montana Street, Chicago, IL 60639, USA",41.925198,-87.746381,"-87.746381,41.925198",3
15/7/11,"5000 South Central Avenue, Chicago, IL 60638, USA",41.801498,-87.763416,"-87.763416,41.801498",41
15/7/11,"5000 South Union Avenue, Chicago, IL 60609, USA",41.803423,-87.642984,"-87.642984,41.803423",9
15/7/11,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",41.973845,-87.805059,"-87.805059,41.973845",128
15/7/11,"5100 West 72nd Street, Chicago, IL 60638, USA",41.763733,-87.742302,"-87.742302,41.763733",2
15/7/11,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",41.798697,-87.736812,"-87.736812,41.798697",420
15/7/11,"5800 North Pulaski Road, Chicago, IL 60646, USA",41.984809,-87.728492,"-87.728492,41.984809",14
15/7/11,"5800 North Ridge Avenue, Chicago, IL 60660, USA",41.98728,-87.666066,"-87.666066,41.98728",1
15/7/11,"5800 North Western Avenue, Chicago, IL 60659, USA",41.986921,-87.689778,"-87.689778,41.986921",1
15/7/11,"6000 West Montrose Avenue, Chicago, IL 60634, USA",41.960616,-87.777189,"-87.777189,41.960616",3
15/7/11,"6100 North Lemont Avenue, Chicago, IL 60646, USA",41.991429,-87.747113,"-87.747113,41.991429",2
15/7/11,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",41.923738,-87.785288,"-87.785288,41.923738",5
15/7/11,"6300 West 64th Street, Chicago, IL 60638, USA",41.776156,-87.778927,"-87.778927,41.776156",1
15/7/11,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",41.77166,-87.703047,"-87.703047,41.77166",8
15/7/11,"7000 North Moselle Avenue, Chicago, IL 60646, USA",42.008314,-87.777921,"-87.777921,42.008314",131
15/7/11,"7000 West Armitage Avenue, Chicago, IL 60707, USA",41.916265,-87.800515,"-87.800515,41.916265",129
15/7/11,"7100 South South Shore Drive, Chicago, IL 60649, USA",41.766202,-87.562889,"-87.562889,41.766202",4
15/7/11,"7500 North Oakley Avenue, Chicago, IL 60645, USA",42.01743,-87.687769,"-87.687769,42.01743",1
15/7/11,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",41.754676,-87.612922,"-87.612922,41.754676",7
15/7/11,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",41.754292,-87.590773,"-87.590773,41.754292",6
15/7/11,"8200 South Kostner Avenue, Chicago, IL 60652, USA",41.743402,-87.731435,"-87.731435,41.743402",6
15/7/11,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",41.733643,-87.55551,"-87.55551,41.733643",20
15/7/11,"9100 West Higgins Road, Rosemont, IL 60018, USA",41.992478,-87.862995,"-87.862995,41.992478",2
15/7/11,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",41.778297,-87.752411,"-87.752411,41.778297",24
15/7/11,"Chicago, IL, USA",41.878114,-87.629798,"-87.629798,41.878114",5
15/7/11,"East 91st Place, Chicago, IL, USA",41.728495,-87.600963,"-87.600963,41.728495",3
15/7/11,"Ohare Court, Bensenville, IL 60106, USA",41.957799,-87.930995,"-87.930995,41.957799",174
15/7/11,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",41.974689,-87.890615,"-87.890615,41.974689",198
15/7/11,"South Brandon Avenue, Chicago, IL 60617, USA",41.740641,-87.546587,"-87.546587,41.740641",6
15/7/11,"South Cottage Grove Avenue, Chicago, IL, USA",41.750498,-87.605294,"-87.605294,41.750498",9
15/7/11,"South Doty Avenue, Chicago, IL, USA",41.673408,-87.599862,"-87.599862,41.673408",308
15/7/11,"South Stony Island Avenue, Chicago, IL, USA",41.726465,-87.585413,"-87.585413,41.726465",71
15/7/11,"South Torrence Avenue, Chicago, IL, USA",41.678618,-87.559308,"-87.559308,41.678618",9
15/7/11,"South Vincennes Avenue, Chicago, IL, USA",41.723195,-87.64997,"-87.64997,41.723195",1
15/7/11,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",41.868077,-87.666901,"-87.666901,41.868077",69
15/7/11,"West Garfield Boulevard, Chicago, IL, USA",41.793818,-87.654234,"-87.654234,41.793818",29
25/7/11,"1000 East 67th Street, Chicago, IL 60637, USA",41.773215,-87.60088,"-87.60088,41.773215",38
25/7/11,"1000 North Central Park Avenue, Chicago, IL 60651, USA",41.89923,-87.716788,"-87.716788,41.89923",4
25/7/11,"1100 North Artesian Avenue, Chicago, IL 60622, USA",41.903002,-87.688267,"-87.688267,41.903002",7
25/7/11,"1100 Roosevelt Road, Chicago, IL 60608, USA",41.867108,-87.654224,"-87.654224,41.867108",47
25/7/11,"1100 South California Avenue, Chicago, IL 60612, USA",41.868142,-87.696269,"-87.696269,41.868142",29
25/7/11,"1100 West Chicago Avenue, Chicago, IL 60642, USA",41.896282,-87.655232,"-87.655232,41.896282",1
25/7/11,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",42.010412,-87.66214,"-87.66214,42.010412",4
25/7/11,"1300 North Laramie Avenue, Chicago, IL 60651, USA",41.904194,-87.756155,"-87.756155,41.904194",7
25/7/11,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",41.906638,-87.701431,"-87.701431,41.906638",2
25/7/11,"1700 North Pulaski Road, Chicago, IL 60639, USA",41.911824,-87.726737,"-87.726737,41.911824",9
25/7/11,"1700 West 95th Street, Chicago, IL 60643, USA",41.720848,-87.666014,"-87.666014,41.720848",43
25/7/11,"1700 West Addison Street, Chicago, IL 60613, USA",41.947227,-87.671457,"-87.671457,41.947227",4
25/7/11,"2200 North Cannon Drive, Chicago, IL 60614, USA",41.921965,-87.632085,"-87.632085,41.921965",5
25/7/11,"2200 West 51st Street, Chicago, IL 60609, USA",41.801179,-87.679447,"-87.679447,41.801179",14
25/7/11,"2200 West 69th Street, Chicago, IL 60636, USA",41.768388,-87.678649,"-87.678649,41.768388",4
25/7/11,"2400 East 105th Street, Chicago, IL 60617, USA",41.704572,-87.565666,"-87.565666,41.704572",40
25/7/11,"2500 South Millard Avenue, Chicago, IL 60623, USA",41.846075,-87.716277,"-87.716277,41.846075",5
25/7/11,"2500 West Grand Avenue, Chicago, IL 60654, USA",41.891118,-87.654491,"-87.654491,41.891118",1
25/7/11,"2800 North Francisco Avenue, Chicago, IL 60618, USA",41.932094,-87.700117,"-87.700117,41.932094",32
25/7/11,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",41.94016,-87.794896,"-87.794896,41.94016",17
25/7/11,"3300 West 104th Street, Chicago, IL 60655, USA",41.704336,-87.703736,"-87.703736,41.704336",83
25/7/11,"3500 West 116th Street, Chicago, IL 60655, USA",41.682587,-87.707973,"-87.707973,41.682587",10
25/7/11,"3500 West 51st Street, Chicago, IL 60632, USA",41.800737,-87.71188,"-87.71188,41.800737",3
25/7/11,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",41.944869,-87.832763,"-87.832763,41.944869",41
25/7/11,"3700 118th Street, Chicago, IL 60617, USA",41.680946,-87.535198,"-87.535198,41.680946",5
25/7/11,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",41.948167,-87.730698,"-87.730698,41.948167",5
25/7/11,"3700 South Pulaski Road, Chicago, IL 60623, USA",41.82561,-87.726549,"-87.726549,41.82561",17
25/7/11,"3900 North Springfield Avenue, Chicago, IL 60618, USA",41.951866,-87.725057,"-87.725057,41.951866",26
25/7/11,"3900 South Ashland Avenue, Chicago, IL 60609, USA",41.822536,-87.666343,"-87.666343,41.822536",5
25/7/11,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41.95469,-87.800991,"-87.800991,41.95469",29
25/7/11,"4200 West 127th Street, Alsip, IL 60803, USA",41.662014,-87.724608,"-87.724608,41.662014",23
25/7/11,"4200 West 65th Street, Chicago, IL 60621, USA",41.776428,-87.627096,"-87.627096,41.776428",43
25/7/11,"4500 North Campbell Avenue, Chicago, IL 60625, USA",41.963976,-87.69181,"-87.69181,41.963976",1
25/7/11,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",41.964242,-87.757639,"-87.757639,41.964242",74
25/7/11,"4800 West Montana Street, Chicago, IL 60639, USA",41.925198,-87.746381,"-87.746381,41.925198",8
25/7/11,"5000 South Central Avenue, Chicago, IL 60638, USA",41.801498,-87.763416,"-87.763416,41.801498",70
25/7/11,"5000 South Union Avenue, Chicago, IL 60609, USA",41.803423,-87.642984,"-87.642984,41.803423",8
25/7/11,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",41.973845,-87.805059,"-87.805059,41.973845",270
25/7/11,"5100 West 72nd Street, Chicago, IL 60638, USA",41.763733,-87.742302,"-87.742302,41.763733",3
25/7/11,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",41.798697,-87.736812,"-87.736812,41.798697",215
25/7/11,"5800 North Pulaski Road, Chicago, IL 60646, USA",41.984809,-87.728492,"-87.728492,41.984809",34
25/7/11,"5800 North Ridge Avenue, Chicago, IL 60660, USA",41.98728,-87.666066,"-87.666066,41.98728",5
25/7/11,"5800 North Western Avenue, Chicago, IL 60659, USA",41.986921,-87.689778,"-87.689778,41.986921",3
25/7/11,"6000 West Montrose Avenue, Chicago, IL 60634, USA",41.960616,-87.777189,"-87.777189,41.960616",2
25/7/11,"6100 North Lemont Avenue, Chicago, IL 60646, USA",41.991429,-87.747113,"-87.747113,41.991429",7
25/7/11,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",41.923738,-87.785288,"-87.785288,41.923738",9
25/7/11,"6300 West 64th Street, Chicago, IL 60638, USA",41.776156,-87.778927,"-87.778927,41.776156",1
25/7/11,"7000 North Moselle Avenue, Chicago, IL 60646, USA",42.008314,-87.777921,"-87.777921,42.008314",21
25/7/11,"7000 West Armitage Avenue, Chicago, IL 60707, USA",41.916265,-87.800515,"-87.800515,41.916265",32
25/7/11,"7100 South South Shore Drive, Chicago, IL 60649, USA",41.766202,-87.562889,"-87.562889,41.766202",8
25/7/11,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",41.754676,-87.612922,"-87.612922,41.754676",8
25/7/11,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",41.754292,-87.590773,"-87.590773,41.754292",4
25/7/11,"8200 South Kostner Avenue, Chicago, IL 60652, USA",41.743402,-87.731435,"-87.731435,41.743402",70
25/7/11,"9100 West Higgins Road, Rosemont, IL 60018, USA",41.992478,-87.862995,"-87.862995,41.992478",1
25/7/11,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",41.778297,-87.752411,"-87.752411,41.778297",33
25/7/11,"Chicago, IL, USA",41.878114,-87.629798,"-87.629798,41.878114",4
25/7/11,"East 91st Place, Chicago, IL, USA",41.728495,-87.600963,"-87.600963,41.728495",10
25/7/11,"Ohare Court, Bensenville, IL 60106, USA",41.957799,-87.930995,"-87.930995,41.957799",152
25/7/11,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",41.974689,-87.890615,"-87.890615,41.974689",601
25/7/11,"South Brandon Avenue, Chicago, IL 60617, USA",41.740641,-87.546587,"-87.546587,41.740641",8
25/7/11,"South Cottage Grove Avenue, Chicago, IL, USA",41.750498,-87.605294,"-87.605294,41.750498",26
25/7/11,"South Doty Avenue, Chicago, IL, USA",41.673408,-87.599862,"-87.599862,41.673408",52
25/7/11,"South Stony Island Avenue, Chicago, IL, USA",41.726465,-87.585413,"-87.585413,41.726465",1
25/7/11,"South Torrence Avenue, Chicago, IL, USA",41.678618,-87.559308,"-87.559308,41.678618",17
25/7/11,"South Vincennes Avenue, Chicago, IL, USA",41.723195,-87.64997,"-87.64997,41.723195",2
25/7/11,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",41.868077,-87.666901,"-87.666901,41.868077",52
25/7/11,"West Garfield Boulevard, Chicago, IL, USA",41.793818,-87.654234,"-87.654234,41.793818",34
29/7/11,"1000 East 67th Street, Chicago, IL 60637, USA",41.773215,-87.60088,"-87.60088,41.773215",13
29/7/11,"1000 North Central Park Avenue, Chicago, IL 60651, USA",41.89923,-87.716788,"-87.716788,41.89923",1
29/7/11,"1100 North Artesian Avenue, Chicago, IL 60622, USA",41.903002,-87.688267,"-87.688267,41.903002",20
29/7/11,"1100 Roosevelt Road, Chicago, IL 60608, USA",41.867108,-87.654224,"-87.654224,41.867108",13
29/7/11,"1100 South California Avenue, Chicago, IL 60612, USA",41.868142,-87.696269,"-87.696269,41.868142",27
29/7/11,"1100 West Chicago Avenue, Chicago, IL 60642, USA",41.896282,-87.655232,"-87.655232,41.896282",2
29/7/11,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",42.010412,-87.66214,"-87.66214,42.010412",1
29/7/11,"1300 North Laramie Avenue, Chicago, IL 60651, USA",41.904194,-87.756155,"-87.756155,41.904194",81
29/7/11,"1700 North Ashland Avenue, Chicago, IL 60622, USA",41.912563,-87.668055,"-87.668055,41.912563",1
29/7/11,"1700 North Pulaski Road, Chicago, IL 60639, USA",41.911824,-87.726737,"-87.726737,41.911824",1
29/7/11,"1700 West 95th Street, Chicago, IL 60643, USA",41.720848,-87.666014,"-87.666014,41.720848",18
29/7/11,"1700 West Addison Street, Chicago, IL 60613, USA",41.947227,-87.671457,"-87.671457,41.947227",2
29/7/11,"2200 North Cannon Drive, Chicago, IL 60614, USA",41.921965,-87.632085,"-87.632085,41.921965",3
29/7/11,"2200 West 51st Street, Chicago, IL 60609, USA",41.801179,-87.679447,"-87.679447,41.801179",5
29/7/11,"2400 East 105th Street, Chicago, IL 60617, USA",41.704572,-87.565666,"-87.565666,41.704572",4
29/7/11,"2500 South Millard Avenue, Chicago, IL 60623, USA",41.846075,-87.716277,"-87.716277,41.846075",7
29/7/11,"2500 West Grand Avenue, Chicago, IL 60654, USA",41.891118,-87.654491,"-87.654491,41.891118",3
29/7/11,"2800 North Francisco Avenue, Chicago, IL 60618, USA",41.932094,-87.700117,"-87.700117,41.932094",7
29/7/11,"3300 West 104th Street, Chicago, IL 60655, USA",41.704336,-87.703736,"-87.703736,41.704336",2
29/7/11,"3500 West 51st Street, Chicago, IL 60632, USA",41.800737,-87.71188,"-87.71188,41.800737",1
29/7/11,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",41.944869,-87.832763,"-87.832763,41.944869",66
29/7/11,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",41.948167,-87.730698,"-87.730698,41.948167",1
29/7/11,"3700 South Pulaski Road, Chicago, IL 60623, USA",41.82561,-87.726549,"-87.726549,41.82561",2
29/7/11,"3900 North Springfield Avenue, Chicago, IL 60618, USA",41.951866,-87.725057,"-87.725057,41.951866",3
29/7/11,"3900 South Ashland Avenue, Chicago, IL 60609, USA",41.822536,-87.666343,"-87.666343,41.822536",1
29/7/11,"4000 East 130th Street, Chicago, IL 60633, USA",41.659112,-87.538693,"-87.538693,41.659112",11
29/7/11,"4000 South Dearborn Street, Chicago, IL 60609, USA",41.821582,-87.627796,"-87.627796,41.821582",1
29/7/11,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41.95469,-87.800991,"-87.800991,41.95469",44
29/7/11,"4200 West 127th Street, Alsip, IL 60803, USA",41.662014,-87.724608,"-87.724608,41.662014",6
29/7/11,"4200 West 65th Street, Chicago, IL 60621, USA",41.776428,-87.627096,"-87.627096,41.776428",7
29/7/11,"4500 North Campbell Avenue, Chicago, IL 60625, USA",41.963976,-87.69181,"-87.69181,41.963976",2
29/7/11,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",41.964242,-87.757639,"-87.757639,41.964242",148
29/7/11,"4800 West Montana Street, Chicago, IL 60639, USA",41.925198,-87.746381,"-87.746381,41.925198",4
29/7/11,"5000 South Central Avenue, Chicago, IL 60638, USA",41.801498,-87.763416,"-87.763416,41.801498",131
29/7/11,"5000 South Union Avenue, Chicago, IL 60609, USA",41.803423,-87.642984,"-87.642984,41.803423",8
29/7/11,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",41.973845,-87.805059,"-87.805059,41.973845",94
29/7/11,"5100 West 72nd Street, Chicago, IL 60638, USA",41.763733,-87.742302,"-87.742302,41.763733",2
29/7/11,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",41.798697,-87.736812,"-87.736812,41.798697",13
29/7/11,"5800 North Pulaski Road, Chicago, IL 60646, USA",41.984809,-87.728492,"-87.728492,41.984809",17
29/7/11,"6000 West Montrose Avenue, Chicago, IL 60634, USA",41.960616,-87.777189,"-87.777189,41.960616",1
29/7/11,"6100 North Lemont Avenue, Chicago, IL 60646, USA",41.991429,-87.747113,"-87.747113,41.991429",10
29/7/11,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",41.923738,-87.785288,"-87.785288,41.923738",1
29/7/11,"6300 West 64th Street, Chicago, IL 60638, USA",41.776156,-87.778927,"-87.778927,41.776156",1
29/7/11,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",41.77166,-87.703047,"-87.703047,41.77166",8
29/7/11,"7000 North Moselle Avenue, Chicago, IL 60646, USA",42.008314,-87.777921,"-87.777921,42.008314",9
29/7/11,"7000 West Armitage Avenue, Chicago, IL 60707, USA",41.916265,-87.800515,"-87.800515,41.916265",161
29/7/11,"7100 South South Shore Drive, Chicago, IL 60649, USA",41.766202,-87.562889,"-87.562889,41.766202",2
29/7/11,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",41.754676,-87.612922,"-87.612922,41.754676",3
29/7/11,"8200 South Kostner Avenue, Chicago, IL 60652, USA",41.743402,-87.731435,"-87.731435,41.743402",7
29/7/11,"8900 South Carpenter Street, Chicago, IL 60620, USA",41.732984,-87.649642,"-87.649642,41.732984",4
29/7/11,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",41.733643,-87.55551,"-87.55551,41.733643",1
29/7/11,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",41.778297,-87.752411,"-87.752411,41.778297",10
29/7/11,"Chicago, IL, USA",41.878114,-87.629798,"-87.629798,41.878114",4
29/7/11,"Ohare Court, Bensenville, IL 60106, USA",41.957799,-87.930995,"-87.930995,41.957799",85
29/7/11,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",41.974689,-87.890615,"-87.890615,41.974689",242
29/7/11,"South Brandon Avenue, Chicago, IL 60617, USA",41.740641,-87.546587,"-87.546587,41.740641",4
29/7/11,"South Cottage Grove Avenue, Chicago, IL, USA",41.750498,-87.605294,"-87.605294,41.750498",9
29/7/11,"South Stony Island Avenue, Chicago, IL, USA",41.726465,-87.585413,"-87.585413,41.726465",3
29/7/11,"South Torrence Avenue, Chicago, IL, USA",41.678618,-87.559308,"-87.559308,41.678618",1
29/7/11,"South Vincennes Avenue, Chicago, IL, USA",41.723195,-87.64997,"-87.64997,41.723195",1
29/7/11,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",41.868077,-87.666901,"-87.666901,41.868077",24
29/7/11,"West Garfield Boulevard, Chicago, IL, USA",41.793818,-87.654234,"-87.654234,41.793818",44
5/8/11,"1000 East 67th Street, Chicago, IL 60637, USA",41.773215,-87.60088,"-87.60088,41.773215",4
5/8/11,"1000 North Central Park Avenue, Chicago, IL 60651, USA",41.89923,-87.716788,"-87.716788,41.89923",20
5/8/11,"1100 North Artesian Avenue, Chicago, IL 60622, USA",41.903002,-87.688267,"-87.688267,41.903002",21
5/8/11,"1100 Roosevelt Road, Chicago, IL 60608, USA",41.867108,-87.654224,"-87.654224,41.867108",11
5/8/11,"1100 South California Avenue, Chicago, IL 60612, USA",41.868142,-87.696269,"-87.696269,41.868142",5
5/8/11,"1300 North Laramie Avenue, Chicago, IL 60651, USA",41.904194,-87.756155,"-87.756155,41.904194",9
5/8/11,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",41.906638,-87.701431,"-87.701431,41.906638",1
5/8/11,"1700 North Ashland Avenue, Chicago, IL 60622, USA",41.912563,-87.668055,"-87.668055,41.912563",2
5/8/11,"1700 West 95th Street, Chicago, IL 60643, USA",41.720848,-87.666014,"-87.666014,41.720848",4
5/8/11,"1700 West Addison Street, Chicago, IL 60613, USA",41.947227,-87.671457,"-87.671457,41.947227",3
5/8/11,"2200 North Cannon Drive, Chicago, IL 60614, USA",41.921965,-87.632085,"-87.632085,41.921965",2
5/8/11,"2400 East 105th Street, Chicago, IL 60617, USA",41.704572,-87.565666,"-87.565666,41.704572",28
5/8/11,"2500 West Grand Avenue, Chicago, IL 60654, USA",41.891118,-87.654491,"-87.654491,41.891118",2
5/8/11,"2800 North Francisco Avenue, Chicago, IL 60618, USA",41.932094,-87.700117,"-87.700117,41.932094",19
5/8/11,"3000 West 18th Street, Chicago, IL 60608, USA",41.857402,-87.694991,"-87.694991,41.857402",1
5/8/11,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",41.94016,-87.794896,"-87.794896,41.94016",53
5/8/11,"3300 West 104th Street, Chicago, IL 60655, USA",41.704336,-87.703736,"-87.703736,41.704336",10
5/8/11,"3500 West 116th Street, Chicago, IL 60655, USA",41.682587,-87.707973,"-87.707973,41.682587",15
5/8/11,"3500 West 51st Street, Chicago, IL 60632, USA",41.800737,-87.71188,"-87.71188,41.800737",2
5/8/11,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",41.944869,-87.832763,"-87.832763,41.944869",20
5/8/11,"3700 118th Street, Chicago, IL 60617, USA",41.680946,-87.535198,"-87.535198,41.680946",3
5/8/11,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",41.948167,-87.730698,"-87.730698,41.948167",1
5/8/11,"3700 South Pulaski Road, Chicago, IL 60623, USA",41.82561,-87.726549,"-87.726549,41.82561",20
5/8/11,"3900 North Springfield Avenue, Chicago, IL 60618, USA",41.951866,-87.725057,"-87.725057,41.951866",5
5/8/11,"3900 South Ashland Avenue, Chicago, IL 60609, USA",41.822536,-87.666343,"-87.666343,41.822536",7
5/8/11,"4000 East 130th Street, Chicago, IL 60633, USA",41.659112,-87.538693,"-87.538693,41.659112",11
5/8/11,"4000 South Dearborn Street, Chicago, IL 60609, USA",41.821582,-87.627796,"-87.627796,41.821582",2
5/8/11,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41.95469,-87.800991,"-87.800991,41.95469",24
5/8/11,"4200 West 127th Street, Alsip, IL 60803, USA",41.662014,-87.724608,"-87.724608,41.662014",5
5/8/11,"4200 West 65th Street, Chicago, IL 60621, USA",41.776428,-87.627096,"-87.627096,41.776428",1
5/8/11,"4500 North Campbell Avenue, Chicago, IL 60625, USA",41.963976,-87.69181,"-87.69181,41.963976",7
5/8/11,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",41.964242,-87.757639,"-87.757639,41.964242",54
5/8/11,"4800 West Montana Street, Chicago, IL 60639, USA",41.925198,-87.746381,"-87.746381,41.925198",30
5/8/11,"5000 South Central Avenue, Chicago, IL 60638, USA",41.801498,-87.763416,"-87.763416,41.801498",21
5/8/11,"5000 South Union Avenue, Chicago, IL 60609, USA",41.803423,-87.642984,"-87.642984,41.803423",5
5/8/11,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",41.973845,-87.805059,"-87.805059,41.973845",120
5/8/11,"5100 West 72nd Street, Chicago, IL 60638, USA",41.763733,-87.742302,"-87.742302,41.763733",3
5/8/11,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",41.798697,-87.736812,"-87.736812,41.798697",17
5/8/11,"5800 North Pulaski Road, Chicago, IL 60646, USA",41.984809,-87.728492,"-87.728492,41.984809",10
5/8/11,"5800 North Western Avenue, Chicago, IL 60659, USA",41.986921,-87.689778,"-87.689778,41.986921",4
5/8/11,"6100 North Lemont Avenue, Chicago, IL 60646, USA",41.991429,-87.747113,"-87.747113,41.991429",6
5/8/11,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",41.923738,-87.785288,"-87.785288,41.923738",3
5/8/11,"6300 West 64th Street, Chicago, IL 60638, USA",41.776156,-87.778927,"-87.778927,41.776156",2
5/8/11,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",41.778748,-87.586427,"-87.586427,41.778748",2
5/8/11,"7000 North Moselle Avenue, Chicago, IL 60646, USA",42.008314,-87.777921,"-87.777921,42.008314",24
5/8/11,"7000 West Armitage Avenue, Chicago, IL 60707, USA",41.916265,-87.800515,"-87.800515,41.916265",73
5/8/11,"7100 South South Shore Drive, Chicago, IL 60649, USA",41.766202,-87.562889,"-87.562889,41.766202",1
5/8/11,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",41.754676,-87.612922,"-87.612922,41.754676",9
5/8/11,"8200 South Kostner Avenue, Chicago, IL 60652, USA",41.743402,-87.731435,"-87.731435,41.743402",13
5/8/11,"8900 South Carpenter Street, Chicago, IL 60620, USA",41.732984,-87.649642,"-87.649642,41.732984",3
5/8/11,"9100 West Higgins Road, Rosemont, IL 60018, USA",41.992478,-87.862995,"-87.862995,41.992478",3
5/8/11,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",41.778297,-87.752411,"-87.752411,41.778297",23
5/8/11,"Chicago, IL, USA",41.878114,-87.629798,"-87.629798,41.878114",6
5/8/11,"East 91st Place, Chicago, IL, USA",41.728495,-87.600963,"-87.600963,41.728495",38
5/8/11,"Ohare Court, Bensenville, IL 60106, USA",41.957799,-87.930995,"-87.930995,41.957799",57
5/8/11,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",41.974689,-87.890615,"-87.890615,41.974689",117
5/8/11,"South Brandon Avenue, Chicago, IL 60617, USA",41.740641,-87.546587,"-87.546587,41.740641",6
5/8/11,"South Cottage Grove Avenue, Chicago, IL, USA",41.750498,-87.605294,"-87.605294,41.750498",3
5/8/11,"South Doty Avenue, Chicago, IL, USA",41.673408,-87.599862,"-87.599862,41.673408",1
5/8/11,"South Stony Island Avenue, Chicago, IL, USA",41.726465,-87.585413,"-87.585413,41.726465",16
5/8/11,"South Vincennes Avenue, Chicago, IL, USA",41.723195,-87.64997,"-87.64997,41.723195",10
5/8/11,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",41.868077,-87.666901,"-87.666901,41.868077",31
5/8/11,"West Garfield Boulevard, Chicago, IL, USA",41.793818,-87.654234,"-87.654234,41.793818",36
12/8/11,"1000 East 67th Street, Chicago, IL 60637, USA",41.773215,-87.60088,"-87.60088,41.773215",12
12/8/11,"1000 North Central Park Avenue, Chicago, IL 60651, USA",41.89923,-87.716788,"-87.716788,41.89923",2
12/8/11,"1100 North Artesian Avenue, Chicago, IL 60622, USA",41.903002,-87.688267,"-87.688267,41.903002",5
12/8/11,"1100 Roosevelt Road, Chicago, IL 60608, USA",41.867108,-87.654224,"-87.654224,41.867108",6
